lg_code,prefecture_code,xmin,ymin,xmax,ymax
05349,05,139.93630977977273,40.24722474762416,140.16395938981418,40.46885653160382
05361,05,140.0160019708145,39.82737786469687,140.30643267193045,40.01291338704334
05363,05,140.04412277564575,39.933137747908916,140.1210354221472,39.98682566697113
05366,05,140.0160019708145,39.85437591901359,140.216921946291,39.933412197614985
05368,05,139.92243975439135,39.919848946272,140.07130405963483,40.09417694640911
05434,05,140.48443710778645,39.351353613378706,140.69815442338813,39.49813946756257
05463,05,140.22079713398068,39.082260108417415,140.46019822296978,39.26364597268366
05464,05,140.61956819701481,38.95707705436274,140.8102335278552,39.2092748377637
06201,06,140.17949141359804,38.143604864573035,140.53066094704525,38.35198774803632
06202,06,139.9349383918934,37.73391791867715,140.2988018290414,37.987671054375824
06203,06,139.5429570043624,38.316774251930326,140.03009338500192,38.8266162245593
06204,06,139.5401932564139,38.77409674786679,140.15080297018108,39.20715189184648
06205,06,140.19291427987025,38.697266026905766,140.49432238736847,38.90275205376446
06206,06,140.1509466152943,38.34209838733085,140.32199160792652,38.53530844073214
06207,06,140.1836307258775,38.05337361290208,140.44591172514617,38.22429983836702
06208,06,140.20806688687753,38.455411865265546,140.46392430576225,38.579012973170336
06209,06,139.87729019488677,38.04147427911488,140.10992907906393,38.24642297274215
06210,06,140.30689389104043,38.31030958601872,140.51493680918657,38.40508091934913
06211,06,140.32704330670344,38.349667170703526,140.58615185482438,38.487289837955814
06212,06,140.31273763893103,38.4365288380356,140.62003963691984,38.72136510761379
06213,06,140.06979600538148,38.01943644093916,140.23806016924163,38.22329766715376
06301,06,140.1531735021556,38.22147102716633,140.28834461661097,38.329012693980815
06302,06,140.2041349159938,38.30623991903718,140.31218152965403,38.35955669418627
06321,06,140.25440586274055,38.37533435969311,140.34708953325548,38.47357369377113
06322,06,139.87481472102274,38.262880387220264,140.20515153031909,38.546809721091904
06323,06,139.91637483802856,38.179683279160145,140.19907202335537,38.362098612660986
06324,06,139.94507822278194,38.268770837804084,140.2700381060739,38.40761877468685
06341,06,140.246345421804,38.54419813483622,140.4037310246672,38.65021925221686
06361,06,140.2812935540544,38.84313922479555,140.49229369579757,38.964878414107716
06362,06,140.38937992224578,38.633818135298895,140.64646236074952,38.900718612873845
06363,06,140.23334722439506,38.56849589197202,140.45972055795755,38.751798278967556
06364,06,140.1102478077903,38.833290838101846,140.45369267207934,39.06149413464675
06365,06,140.03519680918555,38.493646891890705,140.26529961058873,38.72539986471213
06366,06,140.08783725008925,38.76520502669081,140.3135983656722,38.87437825165517
06367,06,140.02867247685356,38.61407891930685,140.21576778155804,38.82086835968721
06381,06,140.11061250266505,37.89613964023238,140.28954452715834,38.08250119797208
06382,06,139.92181228301058,37.87482622485055,140.13593739259682,38.0663917752604
06401,06,139.62498992204746,37.830796639653386,139.9229548383953,38.27580569367797
06402,06,139.97754914367817,38.12878425219168,140.17350491631896,38.26899505407863
06403,06,139.73179066081047,37.80323713498598,140.03600131031237,38.10723566679275
06426,06,139.8097070559361,38.746498774698864,139.8888209469293,38.8407913872129
06428,06,139.84863941597644,38.527567802312376,140.1170913355968,38.88463489188689
06461,06,139.84023121889584,38.975977864786785,140.0671449164049,39.133498640250195
07201,07,140.22928036329836,37.62472280241559,140.56991391719373,37.97664441370887
07202,07,139.83922411220317,37.322997504931095,140.11335535666456,37.58313153199475
07203,07,140.03599936417947,37.266022721171794,140.5644098306493,37.62597605355222
07204,07,140.56594538257355,36.8564425319974,141.0049991179152,37.31954019802191
07205,07,140.0992903888406,37.00006861277643,140.4127505323114,37.2616360539609
07207,07,140.10627046700859,37.22398191923037,140.53493961107438,37.37225577458452
07208,07,139.66848466873262,37.57897822536495,140.0006601950122,37.855928305746886
07209,07,140.67816910522026,37.72123608118039,141.0121979381845,37.843859054052245
07210,07,140.28068194581533,37.49851399962154,140.68625572002566,37.65123325241285
07211,07,140.50497291806585,37.27476910830785,140.8619878595523,37.538076666605036
07212,07,140.81039066100038,37.50755938705623,141.03420975357744,37.7469450805512
07213,07,140.48597383872186,37.689236054300636,140.73666060999938,37.91516336010113
07214,07,140.31510089539017,37.46731008139528,140.51766483786218,37.55431286494695
07301,07,140.45879655042063,37.82677950477051,140.56498871615645,37.90152719802194
07303,07,140.48730070026727,37.85621494576333,140.59840924828836,37.922790891686475
07308,07,140.53965189401993,37.54730917058191,140.72625683528486,37.714168748089435
07322,07,140.27778099909403,37.50670899982066,140.41828238722258,37.620715170668745
07342,07,140.30990717297777,37.216119359720835,140.396514617256,37.28050489168754
07344,07,139.94790014337707,37.19650505416507,140.31730345019423,37.34210080221044
07362,07,139.70550481199768,37.14612677513071,140.01247542240299,37.361562332735616
07364,07,139.23057732798145,36.91079550510864,139.45993133586262,37.20295427871713
07367,07,139.16475691330106,37.114883891978195,139.57425399522583,37.469968026803144
07368,07,139.3744689749634,36.9679334141959,139.86628938994352,37.31200586497886
07402,07,139.90985844401212,37.602504694236416,140.1724634762087,37.77904933256082
07405,07,139.54614452724832,37.505496279329975,139.7450607781326,37.812241414409925
07407,07,139.92754572005913,37.533814306385295,140.07182702979378,37.615010865359295
07408,07,140.01435871608203,37.448703774659634,140.2847044226711,37.75617313468257
07421,07,139.71781403429043,37.514101359590256,139.8725562778501,37.63756464009623
